Date,Crypto_PageViews
2024-01-01,21
2024-01-02,22
2024-01-03,27
2024-01-04,29
2024-01-05,23
2024-01-06,27
2024-01-07,33
2024-01-08,31
2024-01-09,23
2024-01-10,17
2024-01-11,29
2024-01-12,32
2024-01-13,24
2024-01-14,29
2024-01-15,43
2024-01-16,18
2024-01-17,24
2024-01-18,39
2024-01-19,17
2024-01-20,27
2024-01-21,23
2024-01-22,24
2024-01-23,30
2024-01-24,28
2024-01-25,55
2024-01-26,37
2024-01-27,16
2024-01-28,17
2024-01-29,43
2024-01-30,25
2024-01-31,32
2024-02-01,17
2024-02-02,20
2024-02-03,22
2024-02-04,22
2024-02-05,23
2024-02-06,39
2024-02-07,27
2024-02-08,27
2024-02-09,29
2024-02-10,25
2024-02-11,20
2024-02-12,20
2024-02-13,26
2024-02-14,23
2024-02-15,35
2024-02-16,31
2024-02-17,22
2024-02-18,16
2024-02-19,27
2024-02-20,33
2024-02-21,27
2024-02-22,23
2024-02-23,27
2024-02-24,20
2024-02-25,30
2024-02-26,21
2024-02-27,33
2024-02-28,49
2024-02-29,37
2024-03-01,28
2024-03-02,27
2024-03-03,24
2024-03-04,42
2024-03-05,35
2024-03-06,51
2024-03-07,31
2024-03-08,32
2024-03-09,43
2024-03-10,21
2024-03-11,34
2024-03-12,37
2024-03-13,45
2024-03-14,41
2024-03-15,38
2024-03-16,31
2024-03-17,26
2024-03-18,37
2024-03-19,23
2024-03-20,21
2024-03-21,20
2024-03-22,23
2024-03-23,43
2024-03-24,20
2024-03-25,34
2024-03-26,35
2024-03-27,27
2024-03-28,43
2024-03-29,33
2024-03-30,41
2024-03-31,32
2024-04-01,30
2024-04-02,29
2024-04-03,57
2024-04-04,25
2024-04-05,32
2024-04-06,17
2024-04-07,25
2024-04-08,25
2024-04-09,27
2024-04-10,39
2024-04-11,34
2024-04-12,37
2024-04-13,14
2024-04-14,27
2024-04-15,50
2024-04-16,39
2024-04-17,41
2024-04-18,23
2024-04-19,27
2024-04-20,23
2024-04-21,34
2024-04-22,41
2024-04-23,31
2024-04-24,38
2024-04-25,35
2024-04-26,37
2024-04-27,27
2024-04-28,32
2024-04-29,23
2024-04-30,24
2024-05-01,28
2024-05-02,25
2024-05-03,17
2024-05-04,33
2024-05-05,32
2024-05-06,34
2024-05-07,22
2024-05-08,22
2024-05-09,34
2024-05-10,27
2024-05-11,31
2024-05-12,19
2024-05-13,20
2024-05-14,27
2024-05-15,35
2024-05-16,34
2024-05-17,28
2024-05-18,37
2024-05-19,22
2024-05-20,20
2024-05-21,30
2024-05-22,57
2024-05-23,26
2024-05-24,26
2024-05-25,25
2024-05-26,27
2024-05-27,38
2024-05-28,29
2024-05-29,34
2024-05-30,36
2024-05-31,29
2024-06-01,25
2024-06-02,24
2024-06-03,35
2024-06-04,36
2024-06-05,28
2024-06-06,24
2024-06-07,28
2024-06-08,30
2024-06-09,23
2024-06-10,29
2024-06-11,28
2024-06-12,36
2024-06-13,41
2024-06-14,33
2024-06-15,30
2024-06-16,37
2024-06-17,39
2024-06-18,31
2024-06-19,32
2024-06-20,34
2024-06-21,36
2024-06-22,23
2024-06-23,22
2024-06-24,24
2024-06-25,37
2024-06-26,40
2024-06-27,50
2024-06-28,17
2024-06-29,38
2024-06-30,23
2024-07-01,21
2024-07-02,31
2024-07-03,25
2024-07-04,27
2024-07-05,28
2024-07-06,25
2024-07-07,26
2024-07-08,32
2024-07-09,27
2024-07-10,34
2024-07-11,29
2024-07-12,29
2024-07-13,33
2024-07-14,51
2024-07-15,25
2024-07-16,39
2024-07-17,34
2024-07-18,47
2024-07-19,27
2024-07-20,35
2024-07-21,43
2024-07-22,38
2024-07-23,30
2024-07-24,32
2024-07-25,40
2024-07-26,48
2024-07-27,33
2024-07-28,32
2024-07-29,56
2024-07-30,60
2024-07-31,38
2024-08-01,45
2024-08-02,27
2024-08-03,36
2024-08-04,23
2024-08-05,19
2024-08-06,28
2024-08-07,36
2024-08-08,28
